,locs0,locs1,locs2,subject
0,-0.53152984,-0.72431004,0.0782758,0
1,-2.26107,-1.7833321,-0.29180333,1
2,-2.064413,-2.4068706,-1.312107,2
3,-0.484145,-1.9861906,-0.96027756,3
4,-1.9633689,-3.1979828,-0.5277338,4
5,-2.8999217,-2.3164468,-1.0549778,5
6,-2.8457801,0.5850911,-2.2293484,6
7,0.7080326,-2.1552536,-0.43437165,7
8,-0.76800287,1.7523388,-1.0028633,8
9,0.4841544,1.9316896,-1.5410788,9
10,-0.68454385,-0.49420807,-0.6886703,10
11,0.849398,1.0412705,-1.453606,11
12,1.3949418,-0.6398271,-0.5364508,12
13,1.651371,1.2548178,-0.9496423,13
14,0.98240024,0.64882386,-1.0940378,14
15,0.4848822,2.8261197,-1.7447402,15
16,-3.3174942,0.31107354,-2.4605422,16
17,-0.666622,0.54943156,-0.7441041,17
18,-0.598499,-0.97231984,0.07174295,18
19,-0.7779575,-0.32155043,-0.6246903,19
20,-1.8046203,-1.2515337,-0.9693984,20
21,-1.2967541,-1.6688364,0.83276844,21
22,-3.5112882,-4.2253027,-1.3365557,22
23,-1.8703233,-0.11501795,-2.0056586,23
24,-1.137508,-1.4907728,-0.5458206,24
25,-1.2355584,-1.2989054,0.26352602,25
26,-3.3643298,-1.0075138,-0.6946686,26
27,0.70192105,-2.2698612,0.061249137,27
28,-1.2192469,-0.11858997,0.5021415,28
29,-2.283368,-6.585383,0.6142622,29
30,-2.482091,-2.7777889,0.43350565,30
31,-0.34986556,0.7691624,-1.3058686,31
32,-1.9578832,-3.1819024,1.2128996,32
33,0.5805435,-0.0038259327,-0.50380963,33
34,0.60204905,-0.50222564,-1.4618003,34
35,-0.23322919,-0.3155793,-0.020871647,35
36,-3.8227146,0.9678658,-2.6244318,36
37,-4.518294,0.7514818,-2.039558,37
38,-1.8751411,-2.080583,-0.86128116,38
39,-2.2969413,-1.4450244,-0.61764646,39
40,1.3349252,0.7851722,0.13428448,40
41,-2.729399,-2.5898402,-1.5021322,41
42,1.05705,-0.923951,-1.5647929,42
43,0.47730154,0.63613254,-0.96061337,43
44,-2.9882548,-2.2798655,-0.33852637,44
45,-0.019217998,-1.596068,-1.0074902,45
46,-2.8879697,3.6430886,-3.691604,46
47,0.33756894,-0.66601515,-0.9867094,47
48,0.38737008,0.9738883,-0.97595394,48
49,-1.3734156,-1.5470524,-1.5002891,49
50,-2.777175,2.3511038,-2.1550715,50
51,1.1305642,-0.85480225,-0.593165,51
52,-3.568496,0.32670754,-2.4663985,52
53,-1.3915967,-2.3602092,-0.556104,53
54,-3.4552574,-2.591931,-1.7276719,54
55,-1.5480995,-2.2092485,-0.107218474,55
56,-2.9536786,-3.086428,-0.37610123,56
57,-0.7420527,-1.6862022,0.23681924,57
58,0.35845202,-3.2798285,-1.5644976,58
59,-0.8970784,-0.64677846,-1.145818,59
60,-1.249017,-1.2140682,-0.27939838,60
61,-1.0766846,-1.1457187,-1.292135,61
