,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred mf weight,true mf weight,inferred mb weight,true mb weight
0,0.5332651,0.9829884,0,0.54285437,0.47848475,2.9755433,1.6576867,3.0359263,4.3667755
1,0.6351493,0.61656094,1,0.30468744,0.2470802,3.6922572,1.3058506,3.7259216,5.949393
2,0.40088075,0.23095,2,0.5927987,0.532337,2.4342265,4.02785,2.0087254,0.13669789
3,0.65147704,0.790405,3,0.29984015,0.22195351,3.8240073,2.800931,3.7194335,3.941258
4,0.46900246,0.6639364,4,0.5819229,0.56027466,2.7375777,2.3841615,3.8808305,4.3270607
5,0.36518842,0.18000948,5,0.49388117,0.31612843,2.3751543,1.1920656,4.0497556,4.510578
6,0.66227126,0.68390745,6,0.30412018,0.28112847,3.925547,4.9196944,3.7875907,4.600932
7,0.39262938,0.54244363,7,0.64291114,0.81480956,2.1281776,1.8621172,1.9770161,1.3098457
8,0.40495643,0.37329632,8,0.61909556,0.80570126,2.2952666,4.727664,2.5215595,2.6880789
9,0.59230703,0.9218949,9,0.56774354,0.6164606,3.2619934,4.056998,2.7273781,2.7463324
10,0.6131308,0.47008914,10,0.3460143,0.27640182,3.5352414,2.7581916,3.409185,4.031617
11,0.38667548,0.6495362,11,0.60328066,0.6205095,2.182852,0.296471,3.363452,5.637012
12,0.36588085,0.49000013,12,0.64931947,0.9947763,2.0927088,1.6288916,2.0964756,3.3968275
13,0.50103855,0.7808682,13,0.62048864,0.7337718,2.758826,5.8339,2.3644805,0.026806712
14,0.38399458,0.8261998,14,0.6374824,0.7894722,2.24167,1.3022976,2.4447339,3.6221395
15,0.6826423,0.8501941,15,0.5426975,0.5599444,3.7832227,4.9033823,2.176522,0.5986197
16,0.3443173,0.104120255,16,0.61238027,0.53214264,2.2153506,3.0727801,2.07593,1.8841839
17,0.39456713,0.27003968,17,0.6395292,0.91631216,2.1224663,5.786466,2.2867627,5.397137
18,0.40637347,0.6402712,18,0.55516344,0.40282887,2.4304738,0.975312,3.9793909,4.3866415
19,0.40120897,0.39357847,19,0.6278212,0.71100646,2.3181262,3.420011,2.1543682,0.42469168
